3.9591847905e+0 3.9922087979e+4 1.6200000000e+2 5.0982777778e+3
8.8676835498e+0 3.7843804754e+4 1.6200000000e+2 5.0849444444e+3
9.8765583813e+0 4.0104588577e+4 1.5300000000e+2 4.5315294118e+3
1.1796852586e+1 4.2112347371e+4 1.4500000000e+2 3.9747310345e+3
1.2821836420e+1 4.0445462883e+4 1.7100000000e+2 5.6631578947e+3
1.3803357389e+1 4.3720655195e+4 1.5300000000e+2 4.5315294118e+3
1.5766756893e+1 4.3169104977e+4 1.5300000000e+2 4.5315294118e+3
1.6751853529e+1 4.7181132832e+4 1.5300000000e+2 4.5315294118e+3
1.8715253033e+1 4.5187890332e+4 1.5300000000e+2 4.5315294118e+3
2.1687527368e+1 4.0942958311e+4 1.6200000000e+2 5.0849444444e+3
2.4632626624e+1 3.9619143003e+4 1.6200000000e+2 5.0982777778e+3
2.8559425631e+1 4.0741314269e+4 1.6200000000e+2 5.0982777778e+3
3.0522825135e+1 3.7433315384e+4 1.4500000000e+2 4.1079724138e+3
3.3467924391e+1 3.4450380792e+4 1.6200000000e+2 5.0849444444e+3
3.6440198726e+1 3.7447301993e+4 1.5300000000e+2 4.5315294118e+3
4.0366997733e+1 3.2898919807e+4 1.5300000000e+2 4.5315294118e+3
4.4266621661e+1 3.2749209443e+4 1.6200000000e+2 5.0982777778e+3
4.9202474283e+1 3.2759990438e+4 1.7100000000e+2 5.6631578947e+3
5.2147394756e+1 3.1992758012e+4 1.5300000000e+2 4.5315294118e+3
5.6074193763e+1 3.2898919807e+4 1.5300000000e+2 4.5315294118e+3
6.0031564735e+1 3.2994969295e+4 1.6200000000e+2 5.0849444444e+3
6.3958363743e+1 3.0574969042e+4 1.6200000000e+2 5.0849444444e+3
8.4631805576e+1 2.9134950262e+4 1.6200000000e+2 5.0849444444e+3
8.8558604583e+1 3.3672046765e+4 1.6200000000e+2 5.0849444444e+3
9.2485403591e+1 3.1817235833e+4 1.4400000000e+2 3.9920000000e+3
9.6412202598e+1 3.0420095921e+4 1.6200000000e+2 5.0849444444e+3
