-9.9556505690e+0 5.9675618662e+10 1.2000000000e+2 2.5916000000e+3
-8.8796973734e+0 6.7526878523e+10 1.3200000000e+2 2.8930000000e+3
-7.0370306060e+0 6.9633009316e+10 1.0400000000e+2 2.2420000000e+3
-5.7084611894e+0 7.4454923717e+10 7.7000000000e+1 1.3608571429e+3
-4.3158501965e+0 7.1781628612e+10 1.1400000000e+2 2.4792368421e+3
-2.8196896314e+0 7.8049146273e+10 9.6000000000e+1 1.7407291667e+3
4.8755484914e-1 7.9363707171e+10 3.7000000000e+1 3.6162162162e+2
5.0047654246e+0 6.8598612885e+10 1.2000000000e+1 3.6333333333e+1
6.0861332047e+0 6.8482108387e+10 5.4000000000e+1 1.3095000000e+3
6.8406341703e+0 6.4827548983e+10 1.3200000000e+2 2.8930000000e+3
1.2430528815e+1 5.4508225427e+10 3.6000000000e+1 4.5300000000e+2
1.3463984160e+1 5.3407654687e+10 1.4400000000e+2 3.4320000000e+3
1.5490869558e+1 5.1574094404e+10 6.7000000000e+1 1.2782985075e+3
1.6576595716e+1 4.9333373614e+10 1.4400000000e+2 3.4320000000e+3
1.9703059883e+1 4.6662546245e+10 8.4000000000e+1 1.8931904762e+3
2.3994070610e+1 4.0368993634e+10 9.2000000000e+1 1.9055434783e+3
2.7359884234e+1 3.7408719661e+10 9.2000000000e+1 1.8569130435e+3
2.8801514166e+1 3.4885349358e+10 2.4000000000e+1 1.5166666667e+2
2.9670941106e+1 3.4051296028e+10 1.9000000000e+1 7.7052631579e+1
3.0958333009e+1 3.2061432464e+10 1.1600000000e+2 2.3688103448e+3
3.2773691020e+1 3.0634330434e+10 5.5000000000e+1 6.6000000000e+2
3.3807146366e+1 3.0169248362e+10 1.4400000000e+2 3.4320000000e+3
3.7083191330e+1 2.8138297988e+10 9.9000000000e+1 2.4860000000e+3
4.5321293509e+1 1.9625504498e+10 1.2400000000e+2 2.6581290323e+3
4.7255381020e+1 2.0686240452e+10 1.4400000000e+2 3.4320000000e+3
4.8656238796e+1 1.7255446248e+10 1.4400000000e+2 3.4320000000e+3
6.2664816561e+1 1.2414991702e+10 1.0800000000e+2 2.0070000000e+3
6.6867389890e+1 1.0250895167e+10 8.4000000000e+1 1.3370000000e+3
7.2470820996e+1 8.2192615456e+9 1.3200000000e+2 2.8930000000e+3
8.2333331858e+1 5.1153085040e+9 3.6000000000e+1 4.5300000000e+2
8.2346868319e+1 4.2791709675e+9 1.2100000000e+2 2.4200000000e+3
8.3257425874e+1 5.1858029083e+9 7.2000000000e+1 1.0680000000e+3
8.3677683207e+1 5.7226051430e+9 1.4400000000e+2 3.4320000000e+3
2.8433945757e+0 7.3423788804e+10 0.0000000000e+0 0.0000000000e+0
