-2.7550424241e+1 3.0582302599e+10 8.4000000000e+1 1.3486666667e+3
-2.3945909424e+1 4.0759411127e+10 9.1000000000e+1 1.5981538462e+3
-2.0442738713e+1 4.8585842877e+10 6.3000000000e+1 8.0231746032e+2
-1.9633658821e+1 5.4147696411e+10 7.3000000000e+1 1.1823287671e+3
-1.7782135208e+1 5.8841204528e+10 9.1000000000e+1 1.5981538462e+3
-1.8284038817e+0 7.6406089201e+10 3.1000000000e+1 5.0877419355e+2
-9.9580604764e-1 7.7106362352e+10 6.7000000000e+1 9.4250746269e+2
-4.0311474232e-2 7.1087521379e+10 2.6000000000e+1 4.4892307692e+2
9.4390077294e-1 7.2084006693e+10 9.0000000000e+0 1.5555555556e+1
1.7153789587e+0 7.1840386449e+10 1.4000000000e+1 2.6635714286e+2
2.6606634120e+0 7.3710289123e+10 5.5000000000e+1 8.1574545455e+2
3.5486183957e+0 6.9861981887e+10 8.4000000000e+1 1.3486666667e+3
8.9095933478e+0 5.7653146991e+10 9.1000000000e+1 1.5981538462e+3
2.0919254823e+1 4.8393523972e+10 8.4000000000e+1 1.3486666667e+3
2.1541235676e+1 3.9611925178e+10 5.0000000000e+1 7.3482000000e+2
2.2516899764e+1 3.8296594034e+10 6.3000000000e+1 9.2765079365e+2
2.3613212086e+1 3.5577136671e+10 7.8000000000e+1 1.1726794872e+3
2.8941859551e+1 3.2901316017e+10 9.1000000000e+1 1.5981538462e+3
3.6900176661e+1 2.1907670578e+10 8.8000000000e+1 1.4590681818e+3
3.7831918516e+1 1.8585500154e+10 9.1000000000e+1 1.5981538462e+3
-1.7825896763e+1 5.7823230487e+10 0.0000000000e+0 0.0000000000e+0
