8.3594363870e+0 1.2221346008e+15 3.1700000000e+2 1.6591602524e+4
1.2089581562e+1 1.4203592343e+15 3.1100000000e+2 1.5631041801e+4
1.3954642212e+1 1.0687110602e+15 3.2200000000e+2 1.8513531056e+4
1.5816555806e+1 1.5259278177e+15 3.4900000000e+2 2.5938234957e+4
1.8678487035e+1 1.1450609570e+15 6.0900000000e+2 7.6495254516e+4
2.4219391238e+1 9.5323722990e+14 3.1200000000e+2 1.5687532051e+4
2.6085048667e+1 1.1468565821e+15 3.2200000000e+2 1.8418925466e+4
3.0738466725e+1 9.1100872890e+14 3.4700000000e+2 3.7941175793e+4
3.3546993314e+1 1.0379744448e+15 3.4600000000e+2 3.3307089595e+4
3.6339321043e+1 6.3804604924e+14 3.4500000000e+2 2.4172846377e+4
3.9140377839e+1 9.0457041907e+14 3.2400000000e+2 1.9266651235e+4
4.1942247411e+1 9.3913017356e+14 3.1800000000e+2 1.7433213836e+4
4.3806104967e+1 7.8723359824e+14 3.3300000000e+2 2.3453663664e+4
5.0327145596e+1 4.8694206040e+14 3.4900000000e+2 2.6302905444e+4
5.3130004634e+1 6.0506282922e+14 3.6000000000e+2 4.7163786111e+4
5.5929585900e+1 5.1059458560e+14 3.6200000000e+2 5.5032046961e+4
6.1529504693e+1 3.2551404780e+14 3.8100000000e+2 4.6366509186e+4
6.4327005535e+1 4.4363438963e+14 3.2300000000e+2 1.9895077399e+4
6.7125988657e+1 3.3440384370e+14 3.5400000000e+2 4.4180680791e+4
1.6831683168e+1 1.1978150673e+15 0.0000000000e+0 0.0000000000e+0
