-5.8904069541e-1 3.4372389155e+15 1.6000000000e+1 6.7500000000e+1
6.1812972636e+0 3.9172872359e+15 1.6900000000e+2 4.7320000000e+3
1.1789413374e+1 4.7363242359e+15 1.3100000000e+2 2.9582442748e+3
1.3596874439e+1 4.6446452464e+15 1.6600000000e+2 4.5345180723e+3
1.8457160677e+1 5.2344917416e+15 1.2000000000e+1 2.9666666667e+1
2.7711273096e+1 6.4110234115e+15 1.5600000000e+2 4.0430000000e+3
3.4321353395e+1 7.0449332930e+15 1.5600000000e+2 4.0430000000e+3
4.0931433695e+1 6.5059518842e+15 1.6900000000e+2 4.7320000000e+3
5.2577765651e+1 7.0514582504e+15 1.4400000000e+2 3.4320000000e+3
-1.7326732673e+0 3.2003693303e+15 0.0000000000e+0 0.0000000000e+0
