8.5105636548e+0 7.5686627804e+14 1.4400000000e+2 3.4320000000e+3
1.0399158026e+1 8.9156794784e+14 1.4400000000e+2 3.4320000000e+3
1.5120643954e+1 6.3552594140e+14 1.4500000000e+2 3.5040000000e+3
1.8960785842e+1 4.9018184118e+14 1.4400000000e+2 3.4320000000e+3
2.2800927731e+1 3.6587516887e+14 1.4500000000e+2 3.5040000000e+3
2.6578116473e+1 3.0632394484e+14 1.4500000000e+2 3.5040000000e+3
3.0355305216e+1 2.4335025530e+14 1.4500000000e+2 3.5040000000e+3
3.5139744289e+1 2.1896236221e+14 1.4500000000e+2 3.5040000000e+3
4.0901808685e+1 1.9159460887e+14 1.5300000000e+2 3.8950588235e+3
4.3701372106e+1 1.7270410088e+14 1.4500000000e+2 3.5040000000e+3
4.9493061511e+1 1.5435981208e+14 1.4500000000e+2 3.5040000000e+3
5.2262999922e+1 1.4737762582e+14 1.4500000000e+2 3.5040000000e+3
5.5158844625e+1 1.4163528508e+14 1.4500000000e+2 3.5040000000e+3
5.8054689327e+1 1.3434208320e+14 1.4500000000e+2 3.5040000000e+3
6.0887580884e+1 1.3038570392e+14 1.4400000000e+2 3.4320000000e+3
6.6616317144e+1 1.2161517765e+14 1.4500000000e+2 3.5040000000e+3
7.2282100257e+1 1.0941479903e+14 1.4500000000e+2 3.5040000000e+3
7.5177944960e+1 1.0446392230e+14 1.4500000000e+2 3.5040000000e+3
7.8010836517e+1 1.0545862110e+14 1.4400000000e+2 3.4320000000e+3
8.0906681219e+1 9.7437050896e+13 1.4400000000e+2 3.4320000000e+3
8.3802525922e+1 1.0131173698e+14 1.4400000000e+2 3.4320000000e+3
8.6635417479e+1 9.7685030197e+13 1.4500000000e+2 3.5040000000e+3
8.9531262181e+1 9.8938442754e+13 1.4500000000e+2 3.5040000000e+3
9.2301200593e+1 9.5085003999e+13 1.4500000000e+2 3.5040000000e+3
9.5167225384e+1 8.9429288691e+13 1.5200000000e+2 3.8267368421e+3
