2.0893427925e+0 6.9100927222e+14 1.4400000000e+2 3.4320000000e+3
4.4186091838e+0 8.2469576863e+14 1.5600000000e+2 4.0430000000e+3
1.4408374077e+1 9.3496058897e+14 1.4000000000e+2 3.8400785714e+3
1.9527364154e+1 9.6981396225e+14 1.5600000000e+2 4.0430000000e+3
2.4437709519e+1 7.6028517565e+14 1.5600000000e+2 4.0430000000e+3
4.4204997271e+1 5.2515687935e+14 1.5600000000e+2 4.0430000000e+3
4.9604536035e+1 4.7314151878e+14 4.3000000000e+1 7.4209302326e+2
5.3535775403e+1 3.6061217051e+14 1.0100000000e+2 2.4339603960e+3
5.4781125750e+1 3.3899652506e+14 1.6900000000e+2 4.7320000000e+3
5.9061939659e+1 3.0705117807e+14 1.6900000000e+2 4.7320000000e+3
6.4475910189e+1 3.1191163399e+14 1.5600000000e+2 4.0430000000e+3
6.9701021283e+1 3.1068052373e+14 1.5600000000e+2 4.0430000000e+3
7.4485460357e+1 2.5500968744e+14 1.5600000000e+2 4.0430000000e+3
7.7318351914e+1 1.8788388729e+14 1.5600000000e+2 4.0430000000e+3
8.4117291650e+1 1.8588064827e+14 1.6900000000e+2 4.7320000000e+3
